838,12241
9606,602863
1177574,361567
3711,32218
726,5374
9796,412769
3914,136751
39778,21986
1122984,2090
39777,69023
2047,1228
28132,74531
713030,6633
3469,100
848,1396
29466,5080
28037,26052
1304,10207
767031,2480
1280,10643
157691,808
157687,20388
109376,66378
1236518,15173
1303,1379
365659,6307
71275,5986
44283,7700
360104,5184
2663009,6263
3664,50938
3821,3430
72407,11849
95818,970
249188,3131
28131,25010
171549,1287
1301,12614
28135,4869
546269,618
1311,40
909932,16
617123,809
680646,6218
486,409
546271,2800
28449,17795
862965,11417
1433513,3302
760570,800
47671,2101
199,1956
729,10733
1316254,2410
712357,463
485,5335
712368,2159
641149,2528
1305,4732
32067,942
2637378,3574
2598453,2456
727,1944
575614,2995
79200,301
305,961
1902136,701
712538,9470
166122,2795
388919,1791
43675,8676
548479,43
712310,986
1785996,694
2610896,1449
655813,621
889201,327
2633022,88
15368,46
1458253,825
1054460,2852
1313,9510
1316408,1356
1969841,200
1718,1
29465,1922
2,259
712710,297
927666,594
521095,1242
131567,1960
3817,113
1236517,5062
484,3344
1017,1200
817,955
488,3054
1437010,1308
76857,552
523794,335
2529408,47
1,295
91835,1901
3708,2432
172042,3678
851,502
671211,263
482,2309
488221,49
28129,1930
36874,32
888727,2518
4577,89
1048332,816
712633,4235
2759,1072
347253,838
155615,226
76856,191
76761,1
1654,132
49369,1192
724,1214
888057,337
84135,637
22663,248
762948,1551
1660,2789
1156433,176
76123,2823
1114965,918
29391,90
1343,235
712,407
732,232
3760,57
35885,61
1308,692
28113,147
860,887
158,352
539,118
120683,362
2545799,204
114527,1560
29729,1558
1884263,663
113107,1003
2490633,118
1310,36
487213,26
1295140,23
82348,32
1655,126
712528,930
4686,343
1051631,309
1340847,4
28112,352
837,496
1783272,269
489,195
4232,127
2382163,146
2124,108
85006,12
1328,202
1077464,723
1318,553
1843490,1
1309,46
400065,15
147429,20
1433289,22
712624,354
4182,131
1437183,1237
469601,82
869216,53
487,1370
1852377,189
908937,924
1759399,626
1130804,82
888050,19
1539298,208
76859,568
1019,216
43768,276
85009,1
655307,117
88719,520
1705617,51
97700,328
109328,468
3555,67
495,914
33033,440
1825069,19
286,76
2583585,55
483,400
906,45
1302,930
39950,72
1940319,5
1335,163
1747,247
203491,44
735,418
469602,78
869309,65
248315,757
1307427,93
2049,61
1196325,9
1437201,385
644007,51
99822,35
191,2
178339,52
187101,4
706439,311
28118,50
91888,462
1379,587
1326,20
2583993,10
712411,59
472569,1
40324,119
1232659,55
999426,90
1566990,6
1307833,67
999434,103
157688,276
1156431,159
338473,4
29730,121
2608887,843
2576376,462
3880,102
981540,5
1338,94
1583098,51
86332,200
4615,9
712122,50
544580,158
47878,85
200450,12
246787,10
573,11
52771,13
662598,73
457405,99
492,59
1360,10
3705,488
52773,193
1307443,259
130453,235
4072,74
1016,87
45634,194
1625,122
578455,4
634176,89
1890424,1
424551,3
1437197,17
1239,302
262728,21
2718,149
1341,10
714,28
999431,157
999432,76
714313,42
489653,91
1316411,144
243275,9
4479,19
149016,26
1839799,248
1166950,2
91061,98
3750,25
1359,71
1491,103
1288971,1
204,139
1462606,23
1853276,29
1307442,42
3983,61
717959,20
1895827,39
543,193
13443,17
356,3
82633,1
34085,8
32207,48
1760,85
13442,10
1353243,30
554406,188
2572088,138
147802,17
101020,61
862971,22
2025658,176
526991,17
2081702,19
4069,87
171552,19
189423,118
3635,62
480,5
976,126
78535,313
1585976,94
33040,54
59241,85
1224,110
1358,10
1656,109
1385,6
487214,285
2699180,38
2699182,29
1750,65
264731,150
327575,179
326522,33
481,119
713,27
3483,105
3885,20
326968,88
515620,7
221027,38
59732,14
1889813,8
1986146,51
203275,97
1349,9
1785995,23
1069533,9
1316596,44
824,39
59895,37
1307,112
504,14
317655,2
4533,81
1159083,16
157692,37
2530393,4
3827,57
75985,14
879243,14
2184519,94
3847,6
1366,1
1701813,21
1236,80
1332188,14
1658672,5
671232,22
272622,1
1316412,91
633,1
521097,17
49451,21
186826,77
194,26
2684658,4
129338,1
604162,27
320371,58
888721,44
862966,30
4558,50
3659,67
2666100,54
630588,10
1300,32
1316410,29
2321394,8
1129771,8
64186,21
712991,102
72638,9
49546,57
67082,83
552,1
329854,2
28526,18
3818,21
326523,30
816,39
200644,3
869269,4
730,26
186802,39
470,35
28119,69
171101,6
186803,17
2133944,50
519472,3
374833,79
469607,70
10699,2
1069534,1
158846,1
493,16
2420310,8
488222,74
184250,29
645127,1
1345,14
71274,23
2699179,36
1004952,5
610130,12
40041,131
1316593,18
1848904,3
90675,39
10372,23
157924,65
74649,20
2144175,64
2528037,17
210225,4
618,1
2211210,1
200,5
1853278,53
163735,53
315405,2
157,14
657308,3
633147,34
185007,6
1716,12
942513,7
3398,18
517,1
59919,5
2708117,85
1378,14
2699178,35
28116,13
3871,29
762982,17
1400053,5
435591,10
1336,7
294,24
2702,8
667015,4
1389005,2
1496,15
2005473,2
1245,2
633135,16
985008,48
1380360,2
1329,22
1435972,5
1648,3
2030797,25
2082193,2
2083054,1
206008,16
3916,22
595537,2
862967,24
197575,10
2109691,2
40323,10
3193,4
136843,10
46127,2
2079536,3
1944646,1
1917421,1
1762,3
12402,26
1034889,1
391008,13
200643,6
499174,11
818,5
1283,34
1852373,12
162,9
2593676,1
823,7
1268,9
1307832,74
1340,29
143387,9
525282,18
2231393,24
281310,9
2021971,32
3694,26
239759,6
1191061,1
821,7
34073,1
1282,10
29760,25
640030,29
2640652,7
836,8
200451,2
76758,3
1314,42
32064,1
284591,1
1307444,14
47678,5
1871034,15
243164,12
158847,2
359110,1
697283,8
374931,5
1827,1
1717,5
22,1
2052956,1
935599,5
188932,2
3641,15
1619311,1
754,8
1309807,3
122587,6
3917,16
158386,30
102107,23
189834,29
526969,10
516950,42
57480,3
55080,1
997877,23
1288,4
1853231,20
699246,12
3754,5
1296669,4
322159,20
649743,8
91347,8
2282124,1
983544,1
292415,2
486410,4
1296,4
416916,17
2699181,17
1633,11
31977,5
1888195,24
767463,2
758,14
512566,22
527030,23
2638727,14
2479393,5
308865,4
2545632,2
574093,23
52774,6
84032,5
2039166,1
33986,2
3650,1
511678,1
334819,2
510516,1
130454,14
70448,2
87541,3
2126319,4
1301283,3
2173853,11
28091,36
321846,13
570,11
713059,40
2057800,2
85007,2
588932,1
1623304,2
831,4
2583588,2
1499308,17
2585117,3
679935,5
525283,45
1346,15
2057743,5
54005,1
161895,1
39948,9
2093856,27
237258,6
1351,4
148942,9
1834196,3
585529,1
44249,2
1049583,1
869304,8
2609248,11
269800,2
553973,2
360107,6
907,25
1814128,13
2572087,13
716,6
197614,11
1701811,3
820,3
162496,1
1229756,1
39947,19
649756,4
264636,1
393921,27
1003335,8
1514105,3
119602,6
2054914,2
2713414,1
1811193,6
376758,1
51953,19
231049,1
1290,1
1790137,1
1265445,1
544,1
56646,2
634177,1
33154,3
2479367,2
3633,21
1263550,1
31979,2
2652307,5
747,14
728,3
556325,1
2699183,9
1435974,2
526974,11
86331,5
1912216,2
2057798,2
715,2
1749,3
2711221,1
862962,12
339671,4
334413,6
1578,20
326442,1
85404,6
1448274,4
1372,1
1352,4
111015,10
2500547,3
1348,12
131112,1
538,4
196894,4
1209989,1
2698804,4
853,22
4555,33
2028345,1
1701814,7
1304873,2
1214179,8
556499,9
559292,1
2528203,6
1641,1
537874,6
1082851,1
742737,2
83333,1
1265350,1
33959,1
935588,27
1221522,2
929556,2
525326,2
4081,15
2583584,6
361101,3
57704,1
725,27
663243,1
2107999,14
617121,20
561,3
1851544,1
34105,29
526973,6
641147,13
738,12
1596,3
1334187,26
1208324,2
927704,8
1906744,1
862964,6
641107,1
280036,2
2109685,2
262727,21
10690,2
91836,10
511691,4
481805,3
219572,3
71421,4
158823,1
1679721,3
536231,6
1130798,1
1814957,1
2584122,1
28211,3
562,24
1198676,2
2638829,1
754417,2
549,2
1334,9
237,1
104267,1
218284,1
292691,2
332648,6
633697,1
84566,2
206351,7
33888,1
236753,2
374930,4
446471,1
935590,10
2711,20
139021,1
2040624,7
83334,2
186804,3
862970,6
119603,2
421525,1
1448140,1
3744,4
587753,2
96561,1
859,6
1051074,1
563835,4
2072405,1
359160,2
128827,7
293826,1
32024,1
34062,2
762,6
138,1
964,1
206,2
168471,1
469616,1
663952,4
363408,2
2170745,2
1960083,5
186801,3
1812935,1
779,1
1423145,4
190893,1
208479,1
1357,3
469378,13
118613,1
2169583,2
354276,1
1096243,2
1435981,4
446469,2
365348,2
644223,3
1506553,9
28188,2
362948,6
1583,1
136849,1
169669,5
28264,1
970,3
983594,1
1302863,4
536441,4
1701837,6
2231382,7
935591,2
929704,1
216595,9
759913,2
51049,6
1660073,1
405948,1
1415630,7
186928,3
1646,1
2623750,4
196,1
63186,1
633807,2
76775,2
1470540,2
47735,7
1080223,2
909929,3
3848,4
43770,3
1116231,5
2547962,1
68525,1
1403336,5
526984,5
2679994,6
51101,1
122355,1
1520,1
2070,1
1111760,12
702115,1
423349,1
1653,1
1642646,2
754345,2
744872,1
1647,3
830,1
1300344,2
1642647,1
57493,1
1851395,14
1270,4
3700,1
2005462,2
2126069,2
936140,1
743525,1
515393,2
2098,1
398578,2
1855823,1
3745,1
2146,1
357276,7
571913,3
2596828,1
81852,2
1852374,8
221988,1
1689,8
528354,3
53457,1
36809,1
467705,1
996,1
2364787,1
1667168,1
1458465,3
28985,1
759273,2
1104322,2
1795631,1
5506,2
232721,1
1032069,3
1071382,1
1628086,1
718,6
662755,1
1917441,1
1531429,3
673372,3
1598,1
2081703,9
2048654,1
519450,2
745,2
189381,2
1432056,6
1898203,2
74426,4
2652177,1
2594789,2
31957,2
201174,1
150055,6
588,3
72294,2
2109690,3
2072414,1
2175091,2
333965,1
445932,1
161896,2
1871025,3
2478663,1
2562449,1
160798,1
1357915,1
2306583,1
642780,2
1684,1
4734,7
1436725,1
2056494,7
526218,1
2580412,1
1350,2
2654238,1
2507162,1
2615069,1
1134687,1
1839,2
446465,3
75588,3
2267560,3
2132,1
651561,1
2564099,2
76759,1
36745,1
1138822,2
857417,1
1219032,1
375288,1
1123016,1
33945,2
357809,4
1550024,1
28216,11
59814,1
29442,3
301105,1
2033437,1
553174,3
85154,2
882083,3
1853232,1
1433287,1
909420,1
96942,2
929102,1
29559,1
2086585,1
426428,2
1822464,1
35787,2
214687,7
356322,1
746360,2
2086577,1
1224164,3
45243,2
2624949,3
1737404,2
36740,1
469617,2
1814960,1
2058134,1
138532,1
31989,1
28450,1
3218,6
279828,1
1071381,1
1485,3
543314,1
53358,2
584,5
1724,1
2583851,2
546160,1
155892,1
312285,2
488142,1
1493872,2
80840,4
1279,1
1316409,3
1678,1
391037,1
544448,2
515622,1
1784719,1
2675216,3
662548,1
28026,1
119206,4
338,2
1453352,4
1670641,2
1933880,1
749,1
1196094,1
1573719,1
2621505,3
1701826,1
33958,3
242507,1
1247726,1
2093,3
75984,4
511435,2
60520,1
2054919,2
1679001,1
2585135,1
2530390,6
4896,1
731,3
2748,1
1005058,4
1211579,1
120961,2
1433288,2
119060,2
869311,2
1184267,1
995085,2
1912897,3
388950,1
2585118,4
566,1
2621999,1
78245,1
4143,1
43990,2
1353,1
339,1
157592,1
2014542,3
2497456,1
1445510,1
90410,1
946333,1
1327635,1
283734,2
1276647,3
1437824,1
1918540,2
85023,2
1867715,1
1241982,1
1005042,1
362663,1
649349,1
2707005,2
1434214,4
1778264,1
2587848,1
96901,1
53246,6
3913,3
436515,1
1912795,1
90964,1
2483110,1
1121114,4
411470,1
2495645,2
1291379,5
621,1
61635,1
205914,1
394958,1
76760,1
768507,2
35755,2
543728,1
183417,1
264199,6
1263,2
1471400,1
65058,1
1345702,1
2645054,1
2594883,1
637910,1
1386087,1
210,1
1807691,1
1482,2
476,1
1069220,1
1469502,1
44008,2
33995,1
449,1
2420308,1
63,1
1573712,2
51161,3
716540,1
1659,4
1580,1
1032623,2
528191,3
2509456,1
129817,1
2747,1
558173,1
651740,1
856,2
39488,3
45286,1
2662363,1
469615,4
2585716,1
237609,1
2268461,2
2109687,1
694427,2
2086584,1
56448,1
2023772,1
34072,2
303,1
1484116,2
253,2
512565,1
161899,1
904291,1
83559,1
1590,2
40214,2
84999,1
335406,1
2575923,1
434271,1
1257021,1
629,1
573826,2
86185,1
864564,2
1035377,1
73918,1
1562970,3
559295,1
1042156,1
2062,1
2041044,1
2014887,2
1415165,1
1575,1
1048264,1
198620,1
2040586,1
1791,1
2479392,1
213,1
1032238,1
880074,2
1118153,1
49274,1
1132496,1
2697030,2
613,1
33910,1
29343,1
930166,1
416269,1
84998,1
407,1
51515,1
2034,1
1771309,1
1613,1
889378,1
46170,2
29379,1
591001,1
1014,2
1007676,1
2478552,3
53335,1
2020486,1
224308,1
4070,1
2233839,1
1940612,1
386891,2
496057,1
1404245,1
1029756,1
1870984,1
1883,1
2036206,1
41899,1
119981,1
709032,1
242231,4
1397,1
522373,1
340,2
2575374,1
592316,2
340146,1
693746,1
108981,1
324831,1
702967,1
29394,3
748449,1
2490851,1
1331682,1
1109743,1
1246301,1
1276246,1
471876,2
2496847,1
242600,1
1344959,1
630129,1
1581,1
68336,1
2161821,1
115545,1
254245,1
171551,2
2605424,1
380021,1
3702,1
813,1
85698,1
2304692,1
86661,1
1550240,1
1806905,1
1154756,1
1607,1
2576307,1
1316414,1
33968,1
2666025,1
1891644,1
1636603,1
9,1
84292,1
186817,1
2627627,2
1121362,1
1982251,1
2560010,1
1702250,1
2682541,1
164546,1
215689,1
2566012,1
908290,1
2315800,1
86660,1
272556,1
1500814,1
158836,1
1599,1
54571,1
551,1
1920191,1
203492,2
134601,1
2093857,2
1608957,1
1127134,1
1476577,1
1685,1
55211,1
53444,1
266749,2
2004646,1
2487064,1
1408189,1
29542,1
196806,1
1871021,1
1262535,1
1279085,1
652,1
1155071,1
28090,1
1254432,1
935593,3
292486,1
33962,2
553190,1
1071378,1
143813,1
211110,1
1218493,1
497,1
147369,1
186828,1
349520,1
2219057,2
61434,1
1428,1
451,1
2597701,1
29555,1
1262536,1
1263832,1
596154,1
2751,1
29547,1
1833852,1
85016,1
1610493,1
1200352,1
433296,1
1118963,1
2603598,1
2303331,1
80865,1
1250205,1
526967,1
1903414,1
2420306,1
1124835,1
1380566,1
76831,1
238,1
76594,1
885272,1
1796646,2
244566,1
90105,1
33024,1
227290,1
95300,1
1744,1
1494608,1
1196022,1
1855380,1
882082,1
