U,13673044
28131,30215
9606,1756389
44283,39674
2711,8908
3914,106886
9796,2833837
1177574,48421
3817,30937
72407,23562
2759,75629
3916,12647
1280,83045
4072,62385
101020,4532
1192197,145
3880,15163
3917,14472
28526,16607
102107,4317
3633,24994
2637378,2560
4081,17106
1437201,22466
2109688,20
29580,18
1,18416
4182,8917
131567,113038
1122984,1276
39777,27205
3827,15920
3745,81
22663,10279
109376,67610
3469,31273
35885,11529
13443,7461
1578,423
208479,78
29730,11503
767031,1415
4232,31802
1236517,7399
194690,41
2,7297
3711,118979
3664,141430
713030,3524
3848,3005
326968,11864
195,102
4555,4925
3555,12286
51953,22806
49274,6268
2718,90
1473112,50
3983,11522
97700,25282
3635,15639
166122,4255
59895,16156
71275,20118
28449,3375
3885,14193
210225,9148
4577,13248
3913,2160
1301,3473
1913577,71
39778,14683
332648,1646
1017,717
324078,36
1423,170
158386,23160
79200,13986
1178778,86
95818,3617
28132,25593
363852,121
3871,18716
1104446,57
3760,5051
515622,99
617123,1925
29729,11221
3708,13587
61015,77
4533,8097
90675,13300
3754,1384
29760,12409
1945512,20
199,694
29379,51
367477,14
1898203,85
861,170
4558,8353
3483,14429
67082,3961
1385,269
3750,11675
1883,480
214687,8436
63737,71
848,641
3818,6347
1437010,17784
575614,3382
3218,13962
747,162
209,33
91835,11826
39947,6322
28135,11241
352858,104
1236,882
293826,567
204536,79
2494373,300
208596,75
2618749,37
332101,131
86265,7
360104,1076
172042,400
1806508,21
862965,2156
709797,19
2038116,95
2033437,83
393921,147
29495,37
3705,14320
4686,19714
1844006,14
641149,374
1437183,24495
2593655,29
49546,927
49369,3763
49451,24944
74649,8262
1358027,10
484,863
1462606,22047
2231393,1476
330879,231
4069,1331
2489595,63
959,64
3659,10282
1380566,341
3641,8414
365659,803
330922,14
539,96
1660,6561
831,109
3821,18543
1313,1881
459526,164
76123,2000
260554,49
485,10227
1016,223
320371,4171
414771,57
1485,1100
1598,148
1071400,9
1433513,492
1224,1156
2602769,121
33033,251
1316254,2701
690850,17
3702,3854
130453,5850
206008,5306
1552,260
157687,3547
838,11217
15368,4294
28129,3413
859,117
755178,114
114527,319
57320,24
760192,90
1279,514
305,4361
4615,8085
1396,558
1960,16
712538,4042
1351,317
1064592,586
712633,3936
46541,60
712368,1904
1536771,31
3847,2848
1798806,100
1912856,75
29465,2229
538966,95
1197717,31
200643,66
1352,277
713059,239
388396,32
29466,8043
130454,1128
1571,205
28037,3405
1284,40
546271,2393
1316414,19
515620,114
744872,46
106589,204
2686365,144
