157687,37743
39777,126425
1177574,656767
9796,764352
43675,15207
28131,45272
3914,257738
28037,47949
724,2277
9606,1118875
1236518,27404
109376,124272
28132,136244
1884263,1134
713030,11749
3664,93896
1054460,5323
862965,20819
1313,17229
3711,59150
4072,148
172042,6942
680646,11057
52774,13
1301,23068
2576376,832
729,19818
575614,5635
28135,8838
1304,18703
546271,4985
482,4432
39778,40250
360104,9407
2663009,11725
72407,22446
1309,75
249188,5473
860,1522
485,9556
29465,3348
44283,14377
45634,274
484,6121
1437183,2289
2759,2046
1236517,9200
3708,4612
838,22455
1303,2443
76859,1052
29466,9119
1077464,1358
2637378,6551
166122,5204
848,2716
712633,7907
114527,2927
712538,17088
28129,3562
1122984,3748
2047,2030
767031,4613
28449,32086
1307833,123
1019,405
33033,840
3983,132
727,3518
76123,5180
91835,3463
469602,154
3821,6845
109328,807
1305,8805
1316254,4283
817,1861
1433513,6144
1302,1794
365659,11516
1280,19318
712624,741
1017,2237
546269,1202
1660,5147
71275,11390
488,5538
97700,614
726,9699
1239,581
47671,3743
388919,3353
4558,74
2598453,4661
91888,793
671211,449
888727,4455
347253,1547
851,877
2,460
305,1840
95818,1739
2093856,57
199,3616
84135,1202
908937,1681
712368,3981
1379,1050
158,592
486,673
4555,60
40041,241
641149,4733
157688,586
1156433,273
617123,1528
762948,2814
375288,7
79200,530
712528,1600
492,94
130453,413
2608887,1554
487,2405
1,554
735,861
113107,1791
712,717
262727,35
2610896,2601
554406,339
1539298,400
1328,350
1048332,1447
1114965,1684
3705,845
131567,3461
1437201,774
487214,550
1705617,84
1343,439
712710,532
655813,1100
2490633,224
49369,2163
1236,138
1307443,513
1335,298
853,40
521095,2169
523794,586
40324,273
1316408,2366
3817,183
29391,184
512566,48
29760,48
157691,1467
248315,1291
47878,142
1902136,1225
725,82
203275,175
2382163,279
28113,266
4686,605
489,347
927666,1103
171549,2217
2572088,230
29729,2708
2173853,28
1123016,1
120683,616
706439,707
2025658,359
1334,30
1232659,88
527030,27
76857,1031
1654,270
760570,1525
28112,660
712310,1788
1839799,474
158386,52
88719,943
1759399,1146
1283,74
91061,170
837,886
1458253,1409
204,243
1625,208
3659,136
189423,218
495,1712
1308,1340
981540,6
155615,383
1311759,1
254,1
1655,210
2545799,338
1785996,1146
1871034,41
1656,214
4232,278
308865,4
1316410,74
1747,433
889201,590
1783272,493
1156431,310
4070,4
1224,191
32067,1762
76856,390
2124,245
206008,24
67082,130
1359,118
1314,69
43768,540
712357,867
2708117,140
516950,86
327575,328
488221,91
3754,22
74649,58
1437010,2393
1016,128
2633022,175
999432,136
869309,108
732,388
888721,90
28091,49
1318,1014
1316593,46
862967,40
3483,222
78535,547
539,230
4182,217
39947,33
3635,149
3916,52
483,752
90675,56
80840,10
481,247
712411,115
2184519,190
2666100,100
91836,27
1969841,399
39948,24
1003335,12
489653,169
2718,275
262728,47
294,40
49546,82
550540,1
543,401
1852377,360
237,5
2528203,7
1346,20
49451,55
86332,403
999426,132
22663,451
3700,2
525283,79
52773,406
525282,19
714,50
1311,76
544580,283
888057,513
1214179,18
1871021,3
203491,84
2699180,86
292691,2
2121,3
1051631,627
1435972,1
1403336,9
2699182,65
4734,15
186826,139
1307,212
3880,185
862970,5
747,29
879243,33
1326,43
1585976,162
2144175,126
3555,132
816,86
488222,110
1307832,162
2030797,55
4577,142
634176,171
548479,76
99822,43
147802,45
1596,6
712122,94
3469,171
457405,177
714313,77
3827,118
221027,105
1265445,6
1491,186
1130804,184
1316409,16
1316411,284
421525,2
1300,67
171552,45
2583585,104
617121,38
909932,28
157692,65
34105,52
28119,120
2585135,1
264731,246
2585117,6
101020,69
1316412,137
2699178,69
976,231
34062,14
286,154
3745,2
35841,1
3871,60
36874,83
713,38
1316596,78
2081703,16
862971,32
84566,4
1307442,59
521097,38
12402,51
2133944,102
2040624,17
292486,3
476,3
1853278,95
549,2
2640652,25
326522,49
713059,76
970,19
662598,140
1307427,134
574093,53
326968,153
75984,25
738,28
29730,201
1852373,9
655307,206
1762,1
862962,8
1338,181
4533,170
33040,119
162,16
2528037,38
1432056,6
1750,126
178339,78
59895,45
1570339,1
194,57
1760,142
999431,347
717959,28
59241,144
51049,14
33958,12
1689,34
856,5
2231382,12
184250,58
469607,117
906,84
712991,217
577,1
1499308,37
3641,28
633147,44
33945,4
2711,40
391008,34
4069,148
1573712,5
2529408,89
469617,8
888050,18
51953,50
1658672,16
320371,112
189834,41
862966,46
985008,95
909929,11
28216,14
2057743,11
15368,72
35885,95
239759,7
243275,15
1150461,1
59732,25
210225,6
4479,39
573,18
1069533,14
511691,7
13442,15
171101,6
322159,35
820,8
2049,115
130454,28
470,51
