Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR988478,2015-09-22 12:06:54,2015-09-22 12:16:50,6000000,606000000,0,101,254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988478/ERR988478.1,ERX1069736,ABC9926_Y2_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821432,SAMEA3514283,simple,1114792,Equus ferus,SAMEA3514283,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,E39660783528C5F3CCE553D0DFEDE8A8
ERR988479,2015-09-22 12:06:54,2015-09-22 12:16:42,6000000,606000000,0,101,286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988479/ERR988479.1,ERX1069737,CDM4_D1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821434,SAMEA3514285,simple,216182,Hippidion saldiasi,SAMEA3514285,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,7268D46A152B70813030587F1960EE90
ERR988480,2015-09-22 12:06:55,2015-09-22 12:16:38,6000000,606000000,0,101,289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988480/ERR988480.1,ERX1069738,838-64_S2_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821436,SAMEA3514287,simple,9796,Equus caballus,SAMEA3514287,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,B999359A80AFB7303902074B284EF044
ERR988481,2015-09-22 12:06:55,2015-09-22 12:16:37,6000000,606000000,0,101,248,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988481/ERR988481.1,ERX1069739,ABC9926_Y1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821432,SAMEA3514283,simple,1114792,Equus ferus,SAMEA3514283,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,E43582FC221C07A7F0777BFE0F920C0E
ERR988482,2015-09-22 12:06:55,2015-09-22 12:16:03,4031432,407174632,0,101,169,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988482/ERR988482.1,ERX1069740,ABC9926_S1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821432,SAMEA3514283,simple,1114792,Equus ferus,SAMEA3514283,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,29A3D372FD7AF6091C98CF22A8DB0BB7
ERR988483,2015-09-22 12:06:55,2015-09-22 12:16:16,6000000,606000000,0,101,261,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988483/ERR988483.1,ERX1069741,ABC9926_S1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821432,SAMEA3514283,simple,1114792,Equus ferus,SAMEA3514283,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,18BF9FEB99128C42CF589ACE86B9831D
ERR988484,2015-09-22 12:06:55,2015-09-22 12:16:05,6000000,606000000,0,101,281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988484/ERR988484.1,ERX1069742,ABC9779_D1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821433,SAMEA3514284,simple,1114792,Equus ferus,SAMEA3514284,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,B2CAD3D34D3D985C826C58EE147CA3F3
ERR988485,2015-09-22 12:06:55,2015-09-22 12:16:15,6000000,606000000,0,101,246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988485/ERR988485.1,ERX1069743,CDM4_D1_gold_LigB_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821434,SAMEA3514285,simple,216182,Hippidion saldiasi,SAMEA3514285,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,8A5AE2542ACC89AC3B3353276676FBEC
ERR988486,2015-09-22 12:06:55,2015-09-22 12:16:16,6000000,606000000,0,101,256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988486/ERR988486.1,ERX1069744,CDM4_S1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821434,SAMEA3514285,simple,216182,Hippidion saldiasi,SAMEA3514285,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,C786D4D585FE3C33E95FDC032FFED7F4
ERR988487,2015-09-22 12:06:55,2015-09-22 12:16:15,6000000,606000000,0,101,247,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988487/ERR988487.1,ERX1069745,CDM4_Y1_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821434,SAMEA3514285,simple,216182,Hippidion saldiasi,SAMEA3514285,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,ACD30F09AEA49CFA825152FD87CCD1E0
ERR988488,2015-09-22 12:06:55,2015-09-22 12:16:02,6000000,606000000,0,101,248,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR988488/ERR988488.1,ERX1069746,ABC9779_D2_gold_LigA_6M,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP011795,PRJEB10532,,296999,ERS821433,SAMEA3514284,simple,1114792,Equus ferus,SAMEA3514284,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA472740,,public,8C281E07C98703F942B22330E594BB0B
